group,source,factor_id,name,expression,adj_type
alpha360,qlib_builtin,a360_359,Alpha360_VOLUME1,"Ref($vol, 1)/($vol+1e-12)",前复权
alpha360,qlib_builtin,a360_360,Alpha360_VOLUME0,$vol/($vol+1e-12),前复权
alpha_community,alpha_community,ac_amt_impact_decay,成交额冲击衰减,"Mean(Abs($close / Ref($close, 1) - 1) / (Log($close * $vol + 1)), 5) / (Mean(Abs($close / Ref($close, 1) - 1) / (Log($close * $vol + 1)), 20) + 1e-12)",前复权
alpha_community,alpha_community,ac_cov_px_vol_short,短窗量价协方差,"Cov($close, $vol, 10)",前复权
alpha_community,alpha_community,ac_hl_amp_vol_link,振幅与成交量联动,"($high / $low - 1) * ($vol / (Mean($vol, 20) + 1e-12))",前复权
alpha_community,alpha_community,ac_hl_range_position_delta,高低区间位置变化,"($close - Min($low, 20)) / (Max($high, 20) - Min($low, 20) + 1e-12) - Ref(($close - Min($low, 20)) / (Max($high, 20) - Min($low, 20) + 1e-12), 1)",前复权
alpha_community,alpha_community,ac_mom_vol_mix,动量波动联合,"($close / Ref($close, 10) - 1) / (Std($close / Ref($close, 1) - 1, 20) + 1e-12)",前复权
alpha_community,alpha_community,ac_oc_spread_norm,开收盘价差标准化,($open - $close) / ($close + 1e-12),前复权
alpha_community,alpha_community,ac_rankcorr_px_vol,价量秩相关短窗,"Corr(($close - Min($close, 10)) / (Max($close, 10) - Min($close, 10) + 1e-12), ($vol - Min($vol, 10)) / (Max($vol, 10) - Min($vol, 10) + 1e-12), 10)",前复权
alpha_community,alpha_community,ac_ret_skew_roll,滚动收益偏度,"Skew($close / Ref($close, 1) - 1, 20)",前复权
alpha_community,alpha_community,ac_ts_rank_ret_short,短期收益时序排名,"($close / Ref($close, 1) - 1 - Min($close / Ref($close, 1) - 1, 10)) / (Max($close / Ref($close, 1) - 1, 10) - Min($close / Ref($close, 1) - 1, 10) + 1e-12)",前复权
alpha_community,alpha_community,ac_ts_rank_vol_short,短期成交量时序排名,"($vol - Min($vol, 10)) / (Max($vol, 10) - Min($vol, 10) + 1e-12)",前复权
alpha_community,alpha_community,ac_vol_cluster_ratio,波动聚集短中窗比,"Std($close / Ref($close, 1) - 1, 5) / (Std($close / Ref($close, 1) - 1, 20) + 1e-12)",前复权
alpha_community,alpha_community,ac_vwap_bias,VWAP偏离,$close / (($close * $vol) / ($vol + 1e-12)) - 1,前复权
cross_section,custom,cs_amp_rank,振幅时序排名,"($high / $low - 1 - Min($high / $low - 1, 20)) / (Max($high / $low - 1, 20) - Min($high / $low - 1, 20) + 1e-12)",前复权
cross_section,custom,cs_close_vs_mean5,收盘偏离5日均值,"($close - Mean($close, 5)) / (Std($close, 5) + 1e-12)",前复权
cross_section,custom,cs_ret5_rank,5日收益时序排名,"($close / Ref($close, 5) - 1 - Min($close / Ref($close, 5) - 1, 20)) / (Max($close / Ref($close, 5) - 1, 20) - Min($close / Ref($close, 5) - 1, 20) + 1e-12)",前复权
cross_section,custom,cs_turnover_rank,换手率时序排名,"($turn_over - Min($turn_over, 20)) / (Max($turn_over, 20) - Min($turn_over, 20) + 1e-12)",不复权
cross_section,custom,cs_vol_rank,成交量时序排名,"($vol - Min($vol, 20)) / (Max($vol, 20) - Min($vol, 20) + 1e-12)",前复权
cross_section,custom,cs_volume_trend,成交量趋势斜率,"Slope($vol, 10) / (Mean($vol, 10) + 1e-12)",前复权
custom_basic,custom,cb_indneu_mom_20,行业中性短动量20,"$close / Ref($close, 20) - 1",前复权
custom_basic,custom,cb_indneu_vol_20,行业中性波动20,"Std($close / Ref($close, 1) - 1, 20)",前复权
custom_basic,custom,cb_turn_shock_recover_5_20,换手冲击恢复5_20,"Mean($turn_over, 5) / (Mean($turn_over, 20) + 1e-12) - 1",不复权
custom_basic,custom,cb_vol_price_asym,缩量涨放量跌不对称,"Mean(If($close > Ref($close, 1), $vol, 0), 20) / (Mean(If($close < Ref($close, 1), $vol, 0), 20) + 1e-12)",前复权
joinquant_factor,joinquant,jq_100,基础科目及衍生类因子_市值,$total_mv,不复权
joinquant_factor,joinquant,jq_133,风险类因子_120日收益方差,"Std($close / Ref($close, 1) - 1, 120) ** 2",前复权
joinquant_factor,joinquant,jq_136,风险类因子_20日夏普比率,"Mean($close / Ref($close, 1) - 1, 20) / Std($close / Ref($close, 1) - 1, 20)",前复权
joinquant_factor,joinquant,jq_138,风险类因子_60日夏普比率,"Mean($close / Ref($close, 1) - 1, 60) / Std($close / Ref($close, 1) - 1, 60)",前复权
joinquant_factor,joinquant,jq_141,风险类因子_120日夏普比率,"Mean($close / Ref($close, 1) - 1, 120) / Std($close / Ref($close, 1) - 1, 120)",前复权
joinquant_factor,joinquant,jq_142,风险类因子_20日收益方差,"Std($close / Ref($close, 1) - 1, 20) ** 2",前复权
joinquant_factor,joinquant,jq_143,风险类因子_60日收益方差,"Std($close / Ref($close, 1) - 1, 60) ** 2",前复权
joinquant_factor,joinquant,jq_145,情绪类因子_心理线指标_PSY,"Sum(If($close > Ref($close, 1), 1, 0), 12) / 12 * 100",前复权
joinquant_factor,joinquant,jq_146,情绪类因子_12日量变动速率_VROC12,"($vol - Ref($vol, 12)) / Ref($vol, 12) * 100",前复权
joinquant_factor,joinquant,jq_147,情绪类因子_6日成交金额均值,"Mean($amount, 6)",前复权
joinquant_factor,joinquant,jq_148,情绪类因子_成交量10日EMA,"EMA($vol, 10)",前复权
joinquant_factor,joinquant,jq_149,情绪类因子_成交量比率_VR,"(Sum(If($close > Ref($close, 1), $vol, 0), 26) + 0.5 * Sum(If($close == Ref($close, 1), $vol, 0), 26)) / (Sum(If($close < Ref($close, 1), $vol, 0), 26) + 0.5 * Sum(If($close == Ref($close, 1), $vol, 0), 26)) * 100",前复权
joinquant_factor,joinquant,jq_150,情绪类因子_5日平均换手率,"Mean($turnover_rate_f, 5)",不复权
joinquant_factor,joinquant,jq_151,情绪类因子_意愿指标_BR,"Sum(Greater($high - Ref($close, 1), 0), 26) / Sum(Greater(Ref($close, 1) - $low, 0), 26) * 100",前复权
joinquant_factor,joinquant,jq_152,情绪类因子_12日成交量均值,"Mean($vol, 12)",前复权
joinquant_factor,joinquant,jq_153,情绪类因子_20日成交金额均值,"Mean($amount, 20)",前复权
joinquant_factor,joinquant,jq_154,情绪类因子_换手率比_5d120d,"Mean($turnover_rate_f, 5) / Mean($turnover_rate_f, 120)",不复权
joinquant_factor,joinquant,jq_155,情绪类因子_VMACD_VDIFF,"EMA($vol, 12) - EMA($vol, 26)",前复权
joinquant_factor,joinquant,jq_156,情绪类因子_威廉变异离散量_WVAD6,"Sum(($close - $open) / ($high - $low) * $vol, 6)",前复权
joinquant_factor,joinquant,jq_157,情绪类因子_WVAD_6日均值,"Mean(($close - $open) / ($high - $low) * $vol, 6)",前复权
joinquant_factor,joinquant,jq_158,情绪类因子_10日成交量标准差,"Std($vol, 10)",前复权
joinquant_factor,joinquant,jq_159,情绪类因子_14日均幅指标_ATR,"Mean(Greater(Greater($high - $low, Abs($high - Ref($close, 1))), Abs($low - Ref($close, 1))), 14)",前复权
joinquant_factor,joinquant,jq_160,情绪类因子_10日平均换手率,"Mean($turnover_rate_f, 10)",不复权
joinquant_factor,joinquant,jq_161,情绪类因子_换手率比_10d120d,"Mean($turnover_rate_f, 10) / Mean($turnover_rate_f, 120)",不复权
joinquant_factor,joinquant,jq_162,情绪类因子_VMACD_DEA,"EMA(EMA($vol, 12) - EMA($vol, 26), 9)",前复权
joinquant_factor,joinquant,jq_163,情绪类因子_20日成交量标准差,"Std($vol, 20)",前复权
joinquant_factor,joinquant,jq_164,情绪类因子_6日均幅指标_ATR6,"Mean(Greater(Greater($high - $low, Abs($high - Ref($close, 1))), Abs($low - Ref($close, 1))), 6)",前复权
joinquant_factor,joinquant,jq_165,情绪类因子_20日平均换手率,"Mean($turnover_rate_f, 20)",不复权
joinquant_factor,joinquant,jq_166,情绪类因子_换手率比_20d120d,"Mean($turnover_rate_f, 20) / Mean($turnover_rate_f, 120)",不复权
joinquant_factor,joinquant,jq_167,情绪类因子_VMACD_HIST,"(EMA($vol, 12) - EMA($vol, 26)) - EMA(EMA($vol, 12) - EMA($vol, 26), 9)",前复权
joinquant_factor,joinquant,jq_168,情绪类因子_人气指标_AR,"Sum($high - $open, 26) / Sum($open - $low, 26) * 100",前复权
joinquant_factor,joinquant,jq_169,情绪类因子_60日平均换手率,"Mean($turnover_rate_f, 60)",不复权
joinquant_factor,joinquant,jq_170,情绪类因子_换手率波动率_20d,"Std($turnover_rate_f, 20)",不复权
joinquant_factor,joinquant,jq_171,情绪类因子_120日平均换手率,"Mean($turnover_rate_f, 120)",不复权
joinquant_factor,joinquant,jq_172,情绪类因子_6日量变动速率_VROC6,"($vol - Ref($vol, 6)) / Ref($vol, 6) * 100",前复权
joinquant_factor,joinquant,jq_173,情绪类因子_20日成交金额标准差,"Std($amount, 20)",前复权
joinquant_factor,joinquant,jq_174,情绪类因子_AR减BR,"Sum($high - $open, 26) / Sum($open - $low, 26) * 100 - Sum(Greater($high - Ref($close, 1), 0), 26) / Sum(Greater(Ref($close, 1) - $low, 0), 26) * 100",前复权
joinquant_factor,joinquant,jq_175,情绪类因子_20日资金流量,"Mean(($high + $low + $close) / 3 * $vol, 20)",前复权
joinquant_factor,joinquant,jq_176,情绪类因子_成交量5日EMA,"EMA($vol, 5)",前复权
joinquant_factor,joinquant,jq_177,情绪类因子_240日平均换手率,"Mean($turnover_rate_f, 240)",不复权
joinquant_factor,joinquant,jq_178,情绪类因子_成交量26日EMA,"EMA($vol, 26)",前复权
joinquant_factor,joinquant,jq_179,情绪类因子_成交量震荡_VOSC,"(EMA($vol, 12) - EMA($vol, 26)) / EMA($vol, 12) * 100",前复权
joinquant_factor,joinquant,jq_180,情绪类因子_6日成交金额标准差,"Std($amount, 6)",前复权
joinquant_factor,joinquant,jq_181,动量类因子_5日乖离率_BIAS5,"($close - Mean($close, 5)) / Mean($close, 5) * 100",前复权
joinquant_factor,joinquant,jq_182,动量类因子_价格偏离_1Y,"$close / Mean($close, 250) - 1",前复权
joinquant_factor,joinquant,jq_183,动量类因子_价格偏离_3M,"$close / Mean($close, 61) - 1",前复权
joinquant_factor,joinquant,jq_184,动量类因子_价格偏离_1M,"$close / Mean($close, 21) - 1",前复权
joinquant_factor,joinquant,jq_186,动量类因子_BBI动量,"(Mean($close, 3) + Mean($close, 6) + Mean($close, 12) + Mean($close, 24)) / 4 / $close",前复权
joinquant_factor,joinquant,jq_187,动量类因子_12日变动速率_ROC12,"($close - Ref($close, 12)) / Ref($close, 12) * 100",前复权
joinquant_factor,joinquant,jq_188,动量类因子_120日变动速率_ROC120,"($close - Ref($close, 120)) / Ref($close, 120) * 100",前复权
joinquant_factor,joinquant,jq_189,动量类因子_60日乖离率_BIAS60,"($close - Mean($close, 60)) / Mean($close, 60) * 100",前复权
joinquant_factor,joinquant,jq_190,动量类因子_20日变动速率_ROC20,"($close - Ref($close, 20)) / Ref($close, 20) * 100",前复权
joinquant_factor,joinquant,jq_191,动量类因子_Aroon下轨,"(25 - IdxMin($low, 25)) / 25 * 100",前复权
joinquant_factor,joinquant,jq_192,动量类因子_价量趋势_VPT_MA12,"Mean(($close - Ref($close, 1)) / Ref($close, 1) * $vol, 12)",前复权
joinquant_factor,joinquant,jq_193,动量类因子_量价动量_20d,"$vol / Mean($vol, 20) * Mean($close / Ref($close, 1) - 1, 20)",前复权
joinquant_factor,joinquant,jq_194,动量类因子_20日顺势指标_CCI20,"(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 20)) / (0.015 * Mean(Abs(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 20)), 20))",前复权
joinquant_factor,joinquant,jq_196,动量类因子_CR指标,"Sum(Greater($high - Ref(($high + $low) / 2, 1), 0), 20) / Sum(Greater(Ref(($high + $low) / 2, 1) - $low, 0), 20) * 100",前复权
joinquant_factor,joinquant,jq_197,动量类因子_60日变动速率_ROC60,"($close - Ref($close, 60)) / Ref($close, 60) * 100",前复权
joinquant_factor,joinquant,jq_198,动量类因子_20日乖离率_BIAS20,"($close - Mean($close, 20)) / Mean($close, 20) * 100",前复权
joinquant_factor,joinquant,jq_199,动量类因子_多头力道,"($high - EMA($close, 13)) / $close",前复权
joinquant_factor,joinquant,jq_200,动量类因子_Aroon上轨,"(25 - IdxMax($high, 25)) / 25 * 100",前复权
joinquant_factor,joinquant,jq_201,动量类因子_价量趋势_VPT_MA6,"Mean(($close - Ref($close, 1)) / Ref($close, 1) * $vol, 6)",前复权
joinquant_factor,joinquant,jq_202,动量类因子_10日终极指标_TRIX10,"(EMA(EMA(EMA($close, 10), 10), 10) - Ref(EMA(EMA(EMA($close, 10), 10), 10), 1)) / Ref(EMA(EMA(EMA($close, 10), 10), 10), 1) * 100",前复权
joinquant_factor,joinquant,jq_203,动量类因子_10日顺势指标_CCI10,"(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 10)) / (0.015 * Mean(Abs(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 10)), 10))",前复权
joinquant_factor,joinquant,jq_204,动量类因子_88日顺势指标_CCI88,"(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 88)) / (0.015 * Mean(Abs(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 88)), 88))",前复权
joinquant_factor,joinquant,jq_206,动量类因子_10日乖离率_BIAS10,"($close - Mean($close, 10)) / Mean($close, 10) * 100",前复权
joinquant_factor,joinquant,jq_207,动量类因子_6日变动速率_ROC6,"($close - Ref($close, 6)) / Ref($close, 6) * 100",前复权
joinquant_factor,joinquant,jq_208,动量类因子_价格位置_1Y,"($close - Min($close, 250)) / (Max($close, 250) - Min($close, 250))",前复权
joinquant_factor,joinquant,jq_209,动量类因子_梅斯线_MASS,"Sum(EMA($high - $low, 9) / EMA(EMA($high - $low, 9), 9), 25)",前复权
joinquant_factor,joinquant,jq_210,动量类因子_空头力道,"($low - EMA($close, 13)) / $close",前复权
joinquant_factor,joinquant,jq_211,动量类因子_单日价量趋势_VPT,"($close - Ref($close, 1)) / Ref($close, 1) * $vol",前复权
joinquant_factor,joinquant,jq_212,动量类因子_5日终极指标_TRIX5,"(EMA(EMA(EMA($close, 5), 5), 5) - Ref(EMA(EMA(EMA($close, 5), 5), 5), 1)) / Ref(EMA(EMA(EMA($close, 5), 5), 5), 1) * 100",前复权
joinquant_factor,joinquant,jq_213,动量类因子_收益率反转排名_1M,"1 - CSRank($close / Ref($close, 20) - 1)",前复权
joinquant_factor,joinquant,jq_214,动量类因子_15日顺势指标_CCI15,"(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 15)) / (0.015 * Mean(Abs(($high + $low + $close) / 3 - Mean(($high + $low + $close) / 3, 15)), 15))",前复权
joinquant_factor,joinquant,jq_215,技术指标因子_5日均线比,"Mean($close, 5) / $close",前复权
joinquant_factor,joinquant,jq_216,技术指标因子_布林上轨比,"(Mean($close, 20) + 2 * Std($close, 20)) / $close",前复权
joinquant_factor,joinquant,jq_217,技术指标因子_26日EMA比,"EMA($close, 26) / $close",前复权
joinquant_factor,joinquant,jq_218,技术指标因子_资金流量指标_MFI,"100 - 100 / (1 + Sum(If(($high + $low + $close) / 3 > Ref(($high + $low + $close) / 3, 1), ($high + $low + $close) / 3 * $vol, 0), 14) / Sum(If(($high + $low + $close) / 3 <= Ref(($high + $low + $close) / 3, 1), ($high + $low + $close) / 3 * $vol, 0), 14))",前复权
joinquant_factor,joinquant,jq_219,技术指标因子_120日EMA比,"EMA($close, 120) / $close",前复权
joinquant_factor,joinquant,jq_220,技术指标因子_60日均线比,"Mean($close, 60) / $close",前复权
joinquant_factor,joinquant,jq_221,技术指标因子_120日均线比,"Mean($close, 120) / $close",前复权
joinquant_factor,joinquant,jq_222,技术指标因子_布林下轨比,"(Mean($close, 20) - 2 * Std($close, 20)) / $close",前复权
joinquant_factor,joinquant,jq_223,技术指标因子_12日EMA比,"EMA($close, 12) / $close",前复权
joinquant_factor,joinquant,jq_224,技术指标因子_5日EMA比,"EMA($close, 5) / $close",前复权
joinquant_factor,joinquant,jq_225,技术指标因子_20日EMA比,"EMA($close, 20) / $close",前复权
joinquant_factor,joinquant,jq_226,技术指标因子_20日均线比,"Mean($close, 20) / $close",前复权
joinquant_factor,joinquant,jq_227,技术指标因子_MACD比,"(EMA($close, 12) - EMA($close, 26)) / $close",前复权
joinquant_factor,joinquant,jq_228,技术指标因子_10日EMA比,"EMA($close, 10) / $close",前复权
joinquant_factor,joinquant,jq_229,技术指标因子_10日均线比,"Mean($close, 10) / $close",前复权
joinquant_factor,joinquant,jq_230,技术指标因子_收盘价,$close,前复权
joinquant_factor,joinquant,jq_236,风险因子 - 风格因子_流动性因子,"0.35 * Log(Sum($turnover_rate_f, 21)) + 0.35 * Log(Mean($turnover_rate_f, 63)) + 0.3 * Log(Mean($turnover_rate_f, 252))",不复权
joinquant_factor,joinquant,jq_242,风险因子 - 风格因子_对数总市值,Log($total_mv),不复权
joinquant_factor,joinquant,jq_243,风险因子 - 风格因子_季度平均月换手率,"Log(Mean($turnover_rate_f, 63))",不复权
joinquant_factor,joinquant,jq_246,风险因子 - 风格因子_月换手率,"Log(Sum($turnover_rate_f, 21))",不复权
joinquant_factor,joinquant,jq_250,风险因子 - 风格因子_年度平均月换手率,"Log(Mean($turnover_rate_f, 252))",不复权
joinquant_factor,joinquant,jq_251,风险因子 - 风格因子_日收益率标准差_DASTD,"Std($close / Ref($close, 1) - 1, 252)",前复权
liquidity,custom,liq_amihud_20,Amihud非流动性20日,"Mean(Abs($close / Ref($close, 1) - 1) / (Log($amount + 1)), 20)",前复权
liquidity,custom,liq_amt_concentration,成交额集中度,"Max($amount, 5) / (Sum($amount, 5) + 1e-12)",前复权
liquidity,custom,liq_large_amount_ratio,大额成交占比,"Mean(If($amount > 2 * Mean($amount, 20), $amount, 0), 10) / (Mean($amount, 10) + 1e-12)",前复权
liquidity,custom,liq_volume_cv_20,成交量变异系数20日,"Std($vol, 20) / (Mean($vol, 20) + 1e-12)",前复权
liquidity,custom,liq_zero_trade_ratio_20,零交易日占比20,"Mean(If($vol < 1, 1, 0), 20)",前复权
margin,wide_table,mg_buy_intensity,融资买入强度,$rzmre / ($amount + 1e-12),不复权
margin,wide_table,mg_buy_intensity_chg5,融资买入强度5日变化,"$rzmre / ($amount + 1e-12) - Ref($rzmre, 5) / (Ref($amount, 5) + 1e-12)",不复权
margin,wide_table,mg_crowding,融资拥挤度,"$rzye / ($circ_mv + 1e-12) - Mean($rzye / ($circ_mv + 1e-12), 60)",不复权
margin,wide_table,mg_leverage,融资杠杆率,$rzye / ($circ_mv + 1e-12),不复权
margin,wide_table,mg_leverage_chg20,融资杠杆率20日变化,"$rzye / ($circ_mv + 1e-12) - Ref($rzye, 20) / (Ref($circ_mv, 20) + 1e-12)",不复权
margin,wide_table,mg_long_short_chg20,多空比20日变化,"($rzye / ($rqye + 1e-12)) / (Ref($rzye, 20) / (Ref($rqye, 20) + 1e-12) + 1e-12) - 1",不复权
margin,wide_table,mg_long_short_chg5,多空比5日变化,"$rzye / ($rqye + 1e-12) - Ref($rzye, 5) / (Ref($rqye, 5) + 1e-12)",不复权
margin,wide_table,mg_long_short_ratio,融资融券多空比,$rzye / ($rqye + 1e-12),不复权
margin,wide_table,mg_net_buy,融资净买入额,$rzmre - $rzche,不复权
margin,wide_table,mg_net_buy_chg5,融资净买入额5日变化,"($rzmre - $rzche) / (Ref($rzmre - $rzche, 5) + 1e-12) - 1",不复权
margin,wide_table,mg_net_buy_ratio,融资净买入占成交比,($rzmre - $rzche) / ($amount + 1e-12),不复权
margin,wide_table,mg_net_buy_ratio_sum5,融资净买入占比5日累计,"Sum($rzmre - $rzche, 5) / (Sum($amount, 5) + 1e-12)",不复权
margin,wide_table,mg_net_buy_sum20,融资净买入额20日累计,"Sum($rzmre - $rzche, 20)",不复权
margin,wide_table,mg_net_buy_sum5,融资净买入额5日累计,"Sum($rzmre - $rzche, 5)",不复权
margin,wide_table,mg_net_buy_surprise,融资净买入超预期,"($rzmre - $rzche - Mean($rzmre - $rzche, 20)) / (Std($rzmre - $rzche, 20) + 1e-12)",不复权
margin,wide_table,mg_rqye_chg20,融券余额20日变化,"$rqye / (Ref($rqye, 20) + 1e-12) - 1",不复权
margin,wide_table,mg_rzye_bias20,融资余额20日偏离,"($rzye - Mean($rzye, 20)) / (Std($rzye, 20) + 1e-12)",不复权
margin,wide_table,mg_rzye_chg20,融资余额20日变化,"$rzye / (Ref($rzye, 20) + 1e-12) - 1",不复权
margin,wide_table,mg_rzye_chg5,融资余额5日变化,"$rzye / (Ref($rzye, 5) + 1e-12) - 1",不复权
margin,wide_table,mg_rzye_price_diverge,融资余额与价格背离,"($rzye / (Ref($rzye, 20) + 1e-12) - 1) - ($close / Ref($close, 20) - 1)",不复权
margin,wide_table,mg_rzye_raw,融资余额(原始),$rzye,不复权
margin,wide_table,mg_rzye_slope10,融资余额10日趋势,"Slope($rzye, 10)",不复权
margin,wide_table,mg_sentiment_composite,融资融券情绪综合,"($rzye / (Ref($rzye, 10) + 1e-12) - 1) - ($rqye / (Ref($rqye, 10) + 1e-12) - 1)",不复权
margin,wide_table,mg_short_intensity,融券卖出强度,$rqmcl / ($vol + 1e-12),不复权
margin,wide_table,mg_short_intensity_chg5,融券卖出强度5日变化,"$rqmcl / ($vol + 1e-12) - Ref($rqmcl, 5) / (Ref($vol, 5) + 1e-12)",不复权
margin,wide_table,mg_short_squeeze,融券余量收缩信号,"(-1) * ($rqyl / (Ref($rqyl, 5) + 1e-12) - 1)",不复权
microstructure,custom,ms_body_ratio,实体占比,Abs($close - $open) / ($high - $low + 1e-12),前复权
microstructure,custom,ms_gap_fill_speed,跳空回补速度,"Mean(If(($open - Ref($close, 1)) * ($close - $open) < 0, 1, 0), 10)",前复权
microstructure,custom,ms_intraday_pos,日内收盘位置,($close - $low) / ($high - $low + 1e-12),前复权
microstructure,custom,ms_lower_shadow,下影线占比,"(If($open < $close, $open, $close) - $low) / ($high - $low + 1e-12)",前复权
microstructure,custom,ms_open_gap,开盘跳空,"($open - Ref($close, 1)) / (Ref($close, 1) + 1e-12)",前复权
microstructure,custom,ms_upper_shadow,上影线占比,"($high - Greater($open, $close)) / ($high - $low + 1e-12)",前复权
nb_margin_cross,wide_table,capital_flow_momentum,资金流合力动量,"Slope($hk_hold_ratio, 10) / (Std($hk_hold_ratio, 10) + 1e-12) + Slope($rzye, 10) / (Std($rzye, 10) + 1e-12)",不复权
nb_margin_cross,wide_table,nb_margin_price_triple_diverge,三重背离(北向+融资+价格),"(($hk_hold_ratio / (Ref($hk_hold_ratio, 20) + 1e-12) - 1) + ($rzye / (Ref($rzye, 20) + 1e-12) - 1)) / 2 - ($close / Ref($close, 20) - 1)",不复权
nb_margin_cross,wide_table,smart_money_consensus,聪明钱共识(北向+融资),"($hk_hold_ratio / (Ref($hk_hold_ratio, 10) + 1e-12) - 1) + ($rzye / (Ref($rzye, 10) + 1e-12) - 1)",不复权
nb_margin_cross,wide_table,smart_vs_crowd,聪明钱vs散户(北向vs融资),"($hk_hold_ratio / (Ref($hk_hold_ratio, 10) + 1e-12) - 1) - ($rzye / (Ref($rzye, 10) + 1e-12) - 1)",不复权
northbound,wide_table,nb_hold_ratio_accel,北向增持加速度,"($hk_hold_ratio - Ref($hk_hold_ratio, 5)) - (Ref($hk_hold_ratio, 5) - Ref($hk_hold_ratio, 10))",不复权
northbound,wide_table,nb_hold_ratio_bias20,北向持股占比20日偏离,"($hk_hold_ratio - Mean($hk_hold_ratio, 20)) / (Std($hk_hold_ratio, 20) + 1e-12)",不复权
northbound,wide_table,nb_hold_ratio_chg20,北向持股占比20日变化,"$hk_hold_ratio / (Ref($hk_hold_ratio, 20) + 1e-12) - 1",不复权
northbound,wide_table,nb_hold_ratio_chg5,北向持股占比5日变化,"$hk_hold_ratio / (Ref($hk_hold_ratio, 5) + 1e-12) - 1",不复权
northbound,wide_table,nb_hold_ratio_max20_dist,北向持股占比距20日高点,"$hk_hold_ratio / (Max($hk_hold_ratio, 20) + 1e-12) - 1",不复权
northbound,wide_table,nb_hold_ratio_mom20,北向持股占比20日动量,"$hk_hold_ratio - Ref($hk_hold_ratio, 20)",不复权
northbound,wide_table,nb_hold_ratio_mom5,北向持股占比5日动量,"$hk_hold_ratio - Ref($hk_hold_ratio, 5)",不复权
northbound,wide_table,nb_hold_ratio_quantile20,北向持股占比20日分位,"Rank($hk_hold_ratio, 20)",不复权
northbound,wide_table,nb_hold_ratio_raw,北向持股占比(原始),$hk_hold_ratio,不复权
northbound,wide_table,nb_hold_ratio_slope10,北向持股占比10日趋势,"Slope($hk_hold_ratio, 10)",不复权
northbound,wide_table,nb_hold_ratio_slope20,北向持股占比20日趋势,"Slope($hk_hold_ratio, 20)",不复权
northbound,wide_table,nb_hold_vol_bias20,北向持股数量20日偏离,"($hk_hold_vol - Mean($hk_hold_vol, 20)) / (Std($hk_hold_vol, 20) + 1e-12)",不复权
northbound,wide_table,nb_hold_vol_chg20,北向持股数量20日变化,"$hk_hold_vol / (Ref($hk_hold_vol, 20) + 1e-12) - 1",不复权
northbound,wide_table,nb_hold_vol_chg5,北向持股数量5日变化,"$hk_hold_vol / (Ref($hk_hold_vol, 5) + 1e-12) - 1",不复权
northbound,wide_table,nb_hold_vol_std20,北向持股数量20日波动,"Std($hk_hold_vol, 20) / (Mean($hk_hold_vol, 20) + 1e-12)",不复权
northbound,wide_table,nb_price_corr20,北向持股与价格20日相关,"Corr($hk_hold_ratio, $close, 20)",不复权
northbound,wide_table,nb_price_diverge20,北向资金与价格20日背离,"($hk_hold_ratio / (Ref($hk_hold_ratio, 20) + 1e-12) - 1) - ($close / Ref($close, 20) - 1)",不复权
northbound,wide_table,nb_price_diverge5,北向资金与价格5日背离,"($hk_hold_ratio / (Ref($hk_hold_ratio, 5) + 1e-12) - 1) - ($close / Ref($close, 5) - 1)",不复权
northbound,wide_table,nb_surprise,北向超预期增持,"($hk_hold_ratio - Ref($hk_hold_ratio, 1)) / (Std($hk_hold_ratio - Ref($hk_hold_ratio, 1), 20) + 1e-12)",不复权
northbound,wide_table,nb_vol_corr20,北向持股与成交量20日相关,"Corr($hk_hold_vol, $vol, 20)",不复权
price_volume,custom,pv_corr_ret_vol_10,收益量相关性10日,"Corr($close / Ref($close, 1) - 1, $vol, 10)",前复权
price_volume,custom,pv_obv_slope,OBV斜率10日,"Slope(Sum(If($close > Ref($close, 1), $vol, 0) - If($close < Ref($close, 1), $vol, 0), 1), 10)",前复权
price_volume,custom,pv_price_vol_diverge,量价背离,"($close / Ref($close, 5) - 1) - ($vol / Ref($vol, 5) - 1)",前复权
price_volume,custom,pv_smart_money,聪明资金指标,"Corr($close, Ref($vol, 1), 10)",前复权
price_volume,custom,pv_vol_breakout,成交量突破,"$vol / (Max($vol, 20) + 1e-12)",前复权
price_volume,custom,pv_vol_price_trend,量价趋势相关20日,"Corr(Mean($close, 5), Mean($vol, 5), 20)",前复权
qlib_builtin,qlib_builtin,qb_amp_mean_10,10日振幅均值,"Mean($high / $low - 1, 10)",前复权
qlib_builtin,qlib_builtin,qb_amp_mean_20,20日振幅均值,"Mean($high / $low - 1, 20)",前复权
qlib_builtin,qlib_builtin,qb_amt_trend_20,20日成交额趋势,"Slope(Mean($close * $vol, 1), 20)",前复权
qlib_builtin,qlib_builtin,qb_boll_pos_20,布林带位置20日,"($close - Mean($close, 20)) / (Std($close, 20) + 1e-12)",前复权
qlib_builtin,qlib_builtin,qb_corr_px_vol_20,20日价量相关,"Corr($close, $vol, 20)",前复权
qlib_builtin,qlib_builtin,qb_dist_high_20,相对20日最高价偏离,"$close / Max($high, 20) - 1",前复权
